record_id,job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,source_dataset
CL012228,AI12228,Principal Data Scientist,138403,USD,EX,FL,Canada,M,Norway,0,"Scala, PyTorch, Data Visualization, Java",PhD,15,Gaming,2024-06-29,2024-08-25,620,6.7,DeepTech Ventures,dataset_1
CL012229,AI12229,AI Consultant,124935,GBP,SE,PT,United Kingdom,L,United Kingdom,50,"Docker, Data Visualization, Deep Learning, GCP, Git",Master,9,Automotive,2024-07-12,2024-09-07,1003,8.2,Neural Networks Co,dataset_1
CL012230,AI12230,AI Research Scientist,220069,EUR,EX,FT,Netherlands,S,Norway,50,"R, Tableau, MLOps, SQL",Associate,17,Manufacturing,2024-02-13,2024-04-20,1899,7.6,AI Innovations,dataset_1
CL012231,AI12231,Autonomous Systems Engineer,94205,USD,MI,FT,Australia,M,Australia,50,"Python, Tableau, Git, AWS",Bachelor,4,Energy,2024-06-19,2024-08-12,2344,6.5,DataVision Ltd,dataset_1
CL012232,AI12232,Principal Data Scientist,102027,GBP,MI,PT,United Kingdom,M,United Kingdom,50,"Spark, Java, R, Statistics",Bachelor,3,Telecommunications,2024-12-03,2025-02-09,1464,9.7,Advanced Robotics,dataset_1
CL012233,AI12233,Autonomous Systems Engineer,175699,USD,SE,PT,Norway,S,Norway,0,"Git, Azure, Data Visualization, Java",Associate,5,Healthcare,2024-01-03,2024-02-09,982,9.1,Smart Analytics,dataset_1
CL012234,AI12234,Machine Learning Researcher,70943,USD,EN,PT,Sweden,M,Sweden,0,"Python, TensorFlow, Linux, Docker",Bachelor,0,Technology,2025-03-08,2025-04-05,1492,9.3,Cognitive Computing,dataset_1
CL012235,AI12235,AI Product Manager,76637,EUR,EN,FT,Netherlands,S,Netherlands,50,"Java, Scala, TensorFlow, Deep Learning",Bachelor,1,Government,2024-08-09,2024-09-11,1418,6.3,Future Systems,dataset_1
CL012236,AI12236,AI Specialist,56628,USD,EN,FL,Sweden,M,Sweden,50,"Tableau, Linux, Python, TensorFlow, Git",PhD,0,Manufacturing,2024-05-17,2024-06-07,1329,9.6,DataVision Ltd,dataset_1
CL012237,AI12237,Autonomous Systems Engineer,218648,USD,EX,CT,Sweden,S,France,100,"Docker, AWS, Kubernetes, Computer Vision, Deep Learning",PhD,11,Automotive,2024-03-28,2024-04-12,956,5.7,Algorithmic Solutions,dataset_1
CL012238,AI12238,AI Software Engineer,53333,USD,MI,FT,Israel,M,Israel,50,"Tableau, GCP, Python, Mathematics, Deep Learning",Master,4,Technology,2025-03-04,2025-04-10,1733,8.7,Future Systems,dataset_1
CL012239,AI12239,Autonomous Systems Engineer,89661,USD,SE,PT,China,L,China,100,"Deep Learning, Git, Linux, TensorFlow",PhD,7,Real Estate,2024-01-25,2024-02-09,1458,6.7,Future Systems,dataset_1
CL012240,AI12240,Deep Learning Engineer,83895,USD,EN,FT,United States,M,United States,50,"SQL, Python, Tableau",Associate,1,Consulting,2024-01-12,2024-01-26,933,8.3,Predictive Systems,dataset_1
CL012241,AI12241,Machine Learning Engineer,206941,USD,EX,FT,United States,S,Japan,0,"Python, Kubernetes, Hadoop, TensorFlow",Bachelor,18,Gaming,2025-04-01,2025-06-07,1860,9.7,Predictive Systems,dataset_1
CL012242,AI12242,Principal Data Scientist,163416,USD,EX,PT,Israel,M,Israel,100,"SQL, TensorFlow, MLOps",Bachelor,17,Government,2024-08-14,2024-10-06,721,7.7,Neural Networks Co,dataset_1
CL012243,AI12243,ML Ops Engineer,69555,EUR,EN,FL,France,M,France,50,"Linux, Spark, Python, Data Visualization, Deep Learning",PhD,0,Automotive,2024-11-27,2024-12-20,855,9.7,Cognitive Computing,dataset_1
CL012244,AI12244,AI Product Manager,105592,USD,SE,FT,Austria,L,Austria,0,"NLP, TensorFlow, Java",Bachelor,9,Finance,2024-10-14,2024-12-24,2085,5.0,Digital Transformation LLC,dataset_1
CL012245,AI12245,ML Ops Engineer,98467,GBP,MI,CT,United Kingdom,M,United Kingdom,100,"Azure, Tableau, Statistics, Scala",Master,3,Technology,2025-01-02,2025-02-01,2495,7.5,Future Systems,dataset_1
CL012246,AI12246,Computer Vision Engineer,81193,EUR,EN,CT,Germany,L,Germany,100,"R, GCP, Linux, Deep Learning",Associate,0,Consulting,2024-08-26,2024-11-04,1209,9.2,Autonomous Tech,dataset_1
CL012247,AI12247,Principal Data Scientist,120963,USD,SE,FT,Japan,L,Japan,100,"PyTorch, SQL, Java, Git",Master,6,Manufacturing,2024-03-26,2024-05-18,2270,9.1,Machine Intelligence Group,dataset_1
CL012248,AI12248,NLP Engineer,92072,USD,MI,FL,Canada,S,Canada,100,"R, Linux, SQL, Statistics",Associate,2,Energy,2025-03-13,2025-04-08,1110,9.8,Cloud AI Solutions,dataset_1
CL012249,AI12249,Deep Learning Engineer,56791,EUR,EN,PT,France,L,Canada,50,"Spark, Java, Git",Associate,0,Technology,2024-04-03,2024-04-24,1104,7.2,AI Innovations,dataset_1
CL012250,AI12250,AI Software Engineer,257992,EUR,EX,CT,Netherlands,L,Netherlands,50,"Kubernetes, Spark, Tableau, SQL, GCP",Master,18,Real Estate,2024-06-10,2024-07-15,1533,5.1,AI Innovations,dataset_1
CL012251,AI12251,Robotics Engineer,138226,USD,SE,FL,United States,S,United States,0,"Python, SQL, Mathematics, Azure",PhD,6,Media,2025-02-26,2025-04-04,1275,8.7,TechCorp Inc,dataset_1
CL012252,AI12252,ML Ops Engineer,43954,USD,EN,FT,China,S,China,100,"Git, Computer Vision, AWS",Bachelor,0,Education,2024-08-31,2024-10-21,1018,5.7,Autonomous Tech,dataset_1
CL012253,AI12253,Robotics Engineer,120390,USD,EX,FT,Ireland,M,Germany,50,"SQL, MLOps, TensorFlow, Azure",Associate,13,Media,2024-01-24,2024-03-23,1337,6.3,Future Systems,dataset_1
CL012254,AI12254,Data Engineer,77854,USD,SE,FT,Ireland,M,Ireland,0,"Deep Learning, Scala, NLP",Bachelor,9,Real Estate,2024-07-24,2024-08-16,1438,9.6,Algorithmic Solutions,dataset_1
CL012255,AI12255,Deep Learning Engineer,166050,USD,SE,FT,Sweden,L,Austria,0,"Java, TensorFlow, Statistics",Master,6,Manufacturing,2024-03-02,2024-05-05,2018,8.4,Quantum Computing Inc,dataset_1
CL012256,AI12256,Principal Data Scientist,227085,USD,SE,FL,Switzerland,L,Switzerland,50,"Mathematics, Deep Learning, R, Azure, Linux",Associate,6,Consulting,2025-02-03,2025-02-22,1094,8.7,Neural Networks Co,dataset_1
CL012257,AI12257,Data Engineer,75062,USD,SE,PT,Austria,M,Austria,100,"PyTorch, SQL, TensorFlow",Master,9,Healthcare,2025-03-15,2025-05-23,744,5.3,DataVision Ltd,dataset_1
CL012258,AI12258,Research Scientist,186736,USD,EX,PT,Australia,S,Australia,50,"SQL, Data Visualization, Python",PhD,19,Retail,2024-08-28,2024-10-29,2334,5.8,Cognitive Computing,dataset_1
CL012259,AI12259,Autonomous Systems Engineer,61433,USD,MI,FL,China,L,China,100,"MLOps, Git, TensorFlow, Linux",Associate,2,Energy,2024-12-07,2024-12-30,1307,5.9,Cloud AI Solutions,dataset_1
CL012260,AI12260,Computer Vision Engineer,107112,EUR,MI,FT,Netherlands,L,Netherlands,100,"GCP, Hadoop, Scala, Python",Associate,3,Technology,2024-06-26,2024-08-07,1300,7.7,AI Innovations,dataset_1
CL012261,AI12261,AI Architect,164931,USD,EX,FT,Israel,L,Israel,100,"Spark, Hadoop, Data Visualization",Associate,15,Telecommunications,2024-07-27,2024-09-29,659,7.1,Smart Analytics,dataset_1
CL012262,AI12262,Research Scientist,116007,USD,MI,FT,Sweden,L,Sweden,50,"Docker, PyTorch, MLOps, GCP, Git",Associate,4,Energy,2024-11-12,2024-12-11,991,6.0,Digital Transformation LLC,dataset_1
CL012263,AI12263,Deep Learning Engineer,48159,USD,EN,CT,South Korea,L,South Korea,0,"Python, Scala, GCP, Statistics, Mathematics",Bachelor,1,Manufacturing,2024-04-19,2024-06-04,1810,5.1,Cloud AI Solutions,dataset_1
CL012264,AI12264,AI Product Manager,87507,USD,SE,FL,Austria,M,Singapore,50,"Azure, AWS, MLOps, Data Visualization",Bachelor,9,Finance,2024-03-13,2024-04-21,903,6.0,Predictive Systems,dataset_1
CL012265,AI12265,Autonomous Systems Engineer,132486,USD,SE,CT,United States,M,United States,0,"NLP, Git, PyTorch, Scala",Associate,5,Telecommunications,2024-11-26,2025-01-03,680,8.3,Autonomous Tech,dataset_1
CL012266,AI12266,AI Consultant,130372,USD,MI,CT,United States,L,United States,100,"NLP, Java, TensorFlow, Git",Master,4,Retail,2024-11-06,2024-12-24,2195,6.0,Smart Analytics,dataset_1
CL012267,AI12267,NLP Engineer,53088,USD,EN,FL,India,L,India,50,"Computer Vision, Mathematics, Git",Bachelor,0,Government,2024-03-03,2024-04-15,1747,8.1,Advanced Robotics,dataset_1
CL012268,AI12268,Autonomous Systems Engineer,154093,USD,MI,CT,Switzerland,L,Japan,50,"Tableau, Scala, Linux, Data Visualization",PhD,2,Manufacturing,2024-04-04,2024-05-21,2320,6.7,Autonomous Tech,dataset_1
CL012269,AI12269,Deep Learning Engineer,77689,USD,EN,FT,Denmark,S,Denmark,100,"Linux, Python, TensorFlow, SQL",Bachelor,1,Finance,2024-03-20,2024-05-07,1568,5.2,DeepTech Ventures,dataset_1
CL012270,AI12270,Head of AI,57903,EUR,EN,FL,Germany,S,Germany,0,"Computer Vision, Azure, Tableau",Bachelor,1,Finance,2025-03-17,2025-05-23,1595,6.2,Future Systems,dataset_1
CL012271,AI12271,AI Architect,60579,USD,MI,FT,Israel,S,Israel,50,"Git, Azure, SQL",Master,3,Consulting,2024-04-14,2024-06-18,2054,9.2,Neural Networks Co,dataset_1
CL012272,AI12272,AI Research Scientist,74956,USD,SE,CT,Finland,M,Finland,100,"Computer Vision, Java, Git, NLP, Statistics",Associate,5,Retail,2024-08-04,2024-09-24,1881,8.4,Smart Analytics,dataset_1
CL012273,AI12273,Research Scientist,183969,USD,SE,FT,Switzerland,L,India,0,"PyTorch, R, Hadoop, AWS, TensorFlow",Bachelor,6,Energy,2024-08-10,2024-10-19,1697,5.7,Cloud AI Solutions,dataset_1
CL012274,AI12274,Data Analyst,290614,USD,EX,FT,Switzerland,S,Finland,0,"Computer Vision, Hadoop, Python, TensorFlow",Associate,13,Automotive,2025-04-28,2025-07-10,1760,6.3,Quantum Computing Inc,dataset_1
CL012275,AI12275,Data Scientist,68919,USD,MI,FT,Finland,M,Finland,0,"Tableau, PyTorch, R, TensorFlow",Bachelor,4,Telecommunications,2024-08-25,2024-10-04,607,8.2,Digital Transformation LLC,dataset_1
CL012276,AI12276,AI Software Engineer,89934,USD,SE,CT,Japan,S,Israel,50,"AWS, TensorFlow, Deep Learning, GCP, Data Visualization",PhD,5,Media,2024-12-23,2025-02-08,1050,7.2,Predictive Systems,dataset_1
CL012277,AI12277,Deep Learning Engineer,61490,USD,EN,PT,South Korea,L,South Korea,50,"Kubernetes, Scala, Mathematics, GCP",Associate,1,Healthcare,2024-10-10,2024-11-17,1814,7.8,Predictive Systems,dataset_1
CL012278,AI12278,AI Research Scientist,251751,USD,EX,PT,United States,M,United States,50,"Python, TensorFlow, AWS, Tableau, Docker",Associate,12,Retail,2024-05-29,2024-08-04,588,6.6,AI Innovations,dataset_1
CL012279,AI12279,Data Engineer,75606,EUR,MI,FT,France,S,France,100,"Python, Scala, Hadoop, Deep Learning, Data Visualization",Bachelor,4,Gaming,2025-01-18,2025-02-14,1565,5.5,Neural Networks Co,dataset_1
CL012280,AI12280,AI Product Manager,103908,USD,MI,FL,Singapore,S,Singapore,50,"NLP, Hadoop, SQL, Deep Learning",Associate,2,Retail,2024-08-15,2024-10-21,2450,8.3,Smart Analytics,dataset_1
CL012281,AI12281,AI Product Manager,100793,USD,MI,FT,United States,S,United States,100,"R, Deep Learning, PyTorch",Associate,4,Energy,2024-02-04,2024-04-09,2472,6.2,DataVision Ltd,dataset_1
CL012282,AI12282,Research Scientist,172556,USD,SE,CT,Switzerland,L,Canada,50,"Docker, SQL, GCP",Associate,7,Real Estate,2024-10-11,2024-10-27,562,5.2,DataVision Ltd,dataset_1
CL012283,AI12283,AI Product Manager,133111,USD,SE,PT,Canada,L,Canada,50,"Computer Vision, Spark, NLP, Mathematics, Java",Master,8,Real Estate,2024-02-16,2024-03-01,1941,7.0,Machine Intelligence Group,dataset_1
CL012284,AI12284,Principal Data Scientist,242612,EUR,EX,CT,France,L,France,0,"SQL, Hadoop, Python",PhD,10,Education,2024-02-19,2024-04-01,2204,8.1,Predictive Systems,dataset_1
CL012285,AI12285,Deep Learning Engineer,74383,EUR,MI,FT,Germany,M,Germany,0,"Deep Learning, R, Python, Java, TensorFlow",Master,3,Manufacturing,2024-06-26,2024-08-21,2435,9.6,Machine Intelligence Group,dataset_1
CL012286,AI12286,AI Product Manager,51000,USD,MI,FT,Japan,S,Japan,0,"Git, Python, TensorFlow",Master,4,Gaming,2025-03-22,2025-04-19,1734,8.5,Cloud AI Solutions,dataset_1
CL012287,AI12287,AI Product Manager,41045,USD,EN,PT,Austria,S,Austria,100,"Computer Vision, Docker, MLOps",PhD,0,Retail,2024-01-08,2024-02-26,927,9.0,TechCorp Inc,dataset_1
CL012288,AI12288,Machine Learning Researcher,184925,EUR,EX,CT,Netherlands,M,Finland,0,"Kubernetes, Azure, Docker, Mathematics, Data Visualization",PhD,16,Manufacturing,2025-01-10,2025-02-14,2002,7.4,DeepTech Ventures,dataset_1
CL012289,AI12289,AI Specialist,81807,USD,SE,FT,Israel,M,Israel,100,"Linux, Git, Tableau",Associate,8,Transportation,2024-10-09,2024-11-02,1207,9.6,Algorithmic Solutions,dataset_1
CL012290,AI12290,AI Research Scientist,102990,EUR,MI,CT,France,L,France,0,"SQL, MLOps, Python, NLP",Bachelor,3,Government,2024-10-25,2024-12-27,1699,5.6,Cognitive Computing,dataset_1
CL012291,AI12291,Data Engineer,245298,USD,EX,PT,Sweden,L,Sweden,50,"Scala, GCP, R",PhD,15,Manufacturing,2024-12-15,2025-01-01,954,8.7,Algorithmic Solutions,dataset_1
CL012292,AI12292,Autonomous Systems Engineer,101075,USD,EN,PT,Denmark,M,India,50,"NLP, MLOps, Scala",Associate,0,Media,2024-04-09,2024-06-04,869,9.7,Cognitive Computing,dataset_1
CL012293,AI12293,ML Ops Engineer,113835,USD,SE,FL,Sweden,M,Sweden,100,"Computer Vision, Data Visualization, Tableau, Linux, MLOps",Bachelor,7,Media,2025-02-16,2025-04-14,1276,5.2,Digital Transformation LLC,dataset_1
CL012294,AI12294,Machine Learning Researcher,51570,USD,MI,CT,Ireland,M,Sweden,100,"Statistics, Deep Learning, Scala, Hadoop",Associate,4,Real Estate,2024-09-27,2024-11-14,552,8.6,Advanced Robotics,dataset_1
CL012295,AI12295,Data Analyst,37977,USD,EN,FT,Japan,M,Japan,0,"Hadoop, PyTorch, Spark",PhD,1,Automotive,2024-08-16,2024-10-02,2288,7.2,TechCorp Inc,dataset_1
CL012296,AI12296,AI Architect,153609,USD,EX,CT,Finland,M,Finland,100,"AWS, MLOps, Computer Vision, TensorFlow, Linux",PhD,19,Retail,2025-04-07,2025-05-27,1185,5.0,Future Systems,dataset_1
CL012297,AI12297,AI Product Manager,62707,USD,EN,CT,China,L,China,50,"Computer Vision, Java, Python, Spark",Associate,1,Government,2024-10-28,2024-12-31,2409,6.8,Cognitive Computing,dataset_1
CL012298,AI12298,AI Research Scientist,97099,USD,SE,PT,India,L,India,0,"Statistics, Docker, Python",Master,6,Telecommunications,2025-02-07,2025-03-08,1519,5.8,Algorithmic Solutions,dataset_1
CL012299,AI12299,NLP Engineer,109071,USD,SE,PT,Ireland,L,Germany,0,"Python, TensorFlow, Java, Mathematics",Master,8,Consulting,2025-02-12,2025-02-27,1764,7.5,Quantum Computing Inc,dataset_1
CL012300,AI12300,Computer Vision Engineer,168555,GBP,EX,FT,United Kingdom,M,United Kingdom,100,"Kubernetes, Deep Learning, Scala, MLOps, Git",Master,12,Government,2024-01-03,2024-01-17,688,5.9,Digital Transformation LLC,dataset_1
CL012301,AI12301,AI Consultant,136966,USD,SE,FL,Singapore,L,India,50,"R, Scala, Tableau",Associate,5,Transportation,2024-08-06,2024-09-22,1869,6.4,Autonomous Tech,dataset_1
CL012302,AI12302,Autonomous Systems Engineer,239906,USD,EX,CT,United States,S,Sweden,50,"SQL, Data Visualization, Azure, Tableau",PhD,13,Retail,2024-12-17,2025-01-06,1778,7.2,Cloud AI Solutions,dataset_1
CL012303,AI12303,Computer Vision Engineer,168057,USD,EX,CT,South Korea,M,South Korea,100,"PyTorch, TensorFlow, Spark, Deep Learning",Associate,13,Telecommunications,2025-04-01,2025-06-05,1983,9.6,Autonomous Tech,dataset_1
CL012304,AI12304,Data Analyst,80734,EUR,EN,FL,France,L,France,50,"AWS, Scala, Deep Learning, Java",Associate,0,Technology,2024-07-08,2024-09-10,688,7.9,TechCorp Inc,dataset_1
CL012305,AI12305,AI Product Manager,107383,EUR,MI,CT,France,L,France,0,"Git, Scala, Mathematics, Kubernetes",Bachelor,4,Manufacturing,2024-08-02,2024-09-17,684,6.9,Machine Intelligence Group,dataset_1
CL012306,AI12306,Data Engineer,76502,USD,EN,PT,Sweden,L,Sweden,0,"TensorFlow, Git, Data Visualization, Hadoop",Associate,1,Consulting,2024-10-03,2024-11-27,651,5.8,Future Systems,dataset_1
CL012307,AI12307,Autonomous Systems Engineer,96219,USD,EN,CT,Norway,L,Norway,50,"R, SQL, MLOps",Associate,1,Technology,2025-02-27,2025-04-26,2476,7.6,Cognitive Computing,dataset_1
CL012308,AI12308,Robotics Engineer,83111,USD,SE,CT,South Korea,M,South Korea,0,"TensorFlow, Tableau, Kubernetes, Hadoop, Azure",Bachelor,6,Media,2024-07-08,2024-09-09,1742,9.8,Neural Networks Co,dataset_1
CL012309,AI12309,Research Scientist,160145,USD,EX,FT,South Korea,S,South Korea,0,"SQL, PyTorch, R",Bachelor,11,Technology,2024-06-26,2024-08-27,727,6.5,Cognitive Computing,dataset_1
CL012310,AI12310,Data Scientist,161947,USD,EX,FL,Finland,L,Singapore,100,"AWS, Data Visualization, Python",Master,11,Real Estate,2024-07-17,2024-09-03,1786,7.5,Cloud AI Solutions,dataset_1
CL012311,AI12311,AI Research Scientist,69720,USD,MI,PT,Austria,M,Netherlands,100,"TensorFlow, Python, NLP",Master,4,Media,2024-01-03,2024-03-09,1720,9.5,Future Systems,dataset_1
CL012312,AI12312,Principal Data Scientist,128104,GBP,SE,PT,United Kingdom,M,United Kingdom,100,"Java, GCP, Linux",Master,5,Education,2024-07-17,2024-08-27,2278,5.6,Neural Networks Co,dataset_1
CL012313,AI12313,Machine Learning Researcher,50997,USD,EN,PT,Japan,M,Japan,0,"Spark, Git, Deep Learning, MLOps",PhD,0,Telecommunications,2025-01-16,2025-02-20,1157,9.2,Machine Intelligence Group,dataset_1
CL012314,AI12314,NLP Engineer,206844,USD,SE,CT,Norway,L,Norway,100,"Tableau, Java, Statistics, AWS",Associate,9,Education,2024-10-17,2024-12-15,1645,9.6,Future Systems,dataset_1
CL012315,AI12315,Autonomous Systems Engineer,95299,USD,SE,FL,Finland,M,Singapore,100,"AWS, Java, NLP",Bachelor,8,Healthcare,2024-07-12,2024-07-31,1278,7.3,DataVision Ltd,dataset_1
CL012316,AI12316,Head of AI,101544,EUR,MI,FT,Germany,M,Finland,50,"Linux, Hadoop, Deep Learning",Associate,3,Finance,2025-04-22,2025-06-18,1306,9.2,Smart Analytics,dataset_1
CL012317,AI12317,Machine Learning Researcher,95520,USD,MI,FT,Sweden,L,Sweden,50,"MLOps, Linux, Python",Associate,2,Energy,2024-04-13,2024-05-22,2120,9.3,Algorithmic Solutions,dataset_1
CL012318,AI12318,Machine Learning Engineer,96344,USD,EX,PT,Japan,S,Japan,50,"SQL, Java, Computer Vision, NLP",Associate,13,Healthcare,2025-04-05,2025-06-10,760,7.6,Cognitive Computing,dataset_1
CL012319,AI12319,Principal Data Scientist,75877,USD,EN,FT,Switzerland,M,Switzerland,100,"Python, GCP, NLP, Linux, Docker",Bachelor,1,Government,2024-03-17,2024-04-19,1002,8.6,Neural Networks Co,dataset_1
CL012320,AI12320,AI Specialist,174491,USD,SE,CT,Sweden,L,Sweden,50,"Kubernetes, MLOps, Linux",Master,6,Real Estate,2024-07-14,2024-08-11,717,8.6,DeepTech Ventures,dataset_1
CL012321,AI12321,Research Scientist,235503,EUR,EX,FL,France,L,France,0,"Git, Tableau, Spark",PhD,18,Manufacturing,2025-03-14,2025-04-20,2230,9.0,DataVision Ltd,dataset_1
CL012322,AI12322,ML Ops Engineer,56702,USD,EN,FT,Austria,M,United Kingdom,0,"Scala, Azure, Mathematics, Git",PhD,0,Government,2024-02-16,2024-03-24,639,7.1,Cloud AI Solutions,dataset_1
CL012323,AI12323,Robotics Engineer,111390,USD,EX,FT,Israel,S,Israel,0,"Kubernetes, Python, Computer Vision, Spark, Data Visualization",Bachelor,10,Gaming,2024-07-19,2024-08-27,1358,8.8,TechCorp Inc,dataset_1
CL012324,AI12324,Computer Vision Engineer,46205,USD,MI,FT,Austria,S,Netherlands,100,"AWS, TensorFlow, Deep Learning",Bachelor,4,Consulting,2024-02-18,2024-03-15,2451,9.3,Cognitive Computing,dataset_1
CL012325,AI12325,AI Architect,99999,USD,MI,PT,Canada,L,Canada,50,"TensorFlow, NLP, Statistics, AWS, Python",Bachelor,4,Consulting,2024-10-27,2025-01-03,1641,8.4,DeepTech Ventures,dataset_1
CL012326,AI12326,AI Specialist,71581,USD,SE,FT,South Korea,S,South Korea,100,"Spark, MLOps, Kubernetes, Hadoop",Master,9,Energy,2024-03-28,2024-04-16,604,6.7,Future Systems,dataset_1
CL012327,AI12327,AI Software Engineer,95016,USD,SE,PT,India,S,India,50,"Computer Vision, Azure, Python",PhD,6,Transportation,2025-03-26,2025-06-07,851,6.7,Neural Networks Co,dataset_1
CL012328,AI12328,AI Product Manager,176759,USD,EX,CT,Austria,L,Austria,100,"Java, Python, AWS",Bachelor,15,Automotive,2024-04-26,2024-07-04,796,6.3,Cloud AI Solutions,dataset_1
CL012329,AI12329,Head of AI,49107,EUR,EN,CT,France,S,Norway,100,"Hadoop, Statistics, Java, Spark, Scala",Associate,0,Transportation,2025-03-18,2025-05-27,2453,6.1,AI Innovations,dataset_1
CL012330,AI12330,Machine Learning Researcher,150453,USD,EX,CT,Singapore,S,France,0,"PyTorch, Git, MLOps",Bachelor,16,Energy,2025-03-20,2025-04-11,728,7.1,DataVision Ltd,dataset_1
CL012331,AI12331,ML Ops Engineer,151184,USD,MI,PT,Switzerland,L,United Kingdom,100,"Tableau, Kubernetes, R, PyTorch",Associate,2,Consulting,2024-08-23,2024-10-19,1139,5.1,Machine Intelligence Group,dataset_1
CL012332,AI12332,Principal Data Scientist,221203,USD,EX,CT,Denmark,M,Denmark,0,"Scala, Hadoop, MLOps",Bachelor,15,Manufacturing,2024-10-03,2024-11-16,1789,9.4,Cloud AI Solutions,dataset_1
CL012333,AI12333,ML Ops Engineer,46230,EUR,EN,CT,Germany,S,Germany,0,"Python, Deep Learning, MLOps, Azure",Bachelor,1,Media,2024-03-03,2024-04-29,2094,7.9,Autonomous Tech,dataset_1
CL012334,AI12334,Principal Data Scientist,82002,USD,EN,CT,Sweden,L,Sweden,100,"MLOps, Python, Tableau, TensorFlow",Bachelor,0,Manufacturing,2024-09-16,2024-10-04,784,6.7,Digital Transformation LLC,dataset_1
CL012335,AI12335,Autonomous Systems Engineer,149538,USD,MI,PT,Switzerland,M,Switzerland,100,"Scala, PyTorch, Hadoop, Python",Bachelor,2,Media,2025-01-19,2025-03-19,1953,9.7,DeepTech Ventures,dataset_1
CL012336,AI12336,Deep Learning Engineer,205706,USD,SE,FT,Denmark,L,Denmark,100,"Statistics, Java, Deep Learning, TensorFlow, Python",Bachelor,6,Media,2024-08-12,2024-09-01,2411,6.9,Algorithmic Solutions,dataset_1
CL012337,AI12337,Robotics Engineer,66706,USD,MI,FL,Japan,S,Japan,100,"Deep Learning, Computer Vision, Data Visualization, Python",PhD,3,Media,2024-06-25,2024-09-04,1839,8.8,Neural Networks Co,dataset_1
